,Амурское региональное отделение общероссийской общественной организации инвалидов &#8220;Всероссийское общество глухих&#8221;,"&#8220;Преодолеем мир тишины!&#8221; - Создание условий для  социальной реабилитации малоимущих граждан- инвалидов по слуху, интеграция глухих в мир звуков,  развитие их  творческих способностей № заявки: 770",225 тыс.
,Амурская областная общественная организация &#8220;Ассоциация деловых женщин Приамурья&#8221;,"&#8220;Школа ответственного родительства&#8221; - Предотвращение негативных тенденций в семьях Приамурья, включая  приёмные, снижение уровня социального неблагополучия семей, преодоление социального сиротства № заявки: 1094",850 тыс.
,Общественная организация &#8220;Ассоциация коренных малочисленных народов Севера Амурской области&#8221;,Создание центра занятости для выпускников и молодежи сел компактного проживания эвенков при учебно-производственном технологическом комплексе в селе Первомайское Тындинского района Амурской области № заявки: 1175,1 млн.
Архангельская область,,
,Организация,Проект,"Сумма, руб."
,Устьянская районная общественная организация женщин,&#8220;Милосердие&#8221; (решение проблем малоимущих и социально незащищенных категорий граждан через оказание адресной социальной помощи № заявки: 203,860 тыс.
,Общественное учреждение &#8220;Архангельский региональный Центр профессиональной реабилитации инвалидов&#8221;,&#8220;Дело&#8221; - создание специального рынка труда для инвалидов. № заявки: 211,1 млн.
,Местная общественная организация &#8220;Устьянская районная организация &#8220;Всероссийского общества инвалидов&#8221;,&#8220;Колесо Надежды&#8221; (создание условий и возможностей занятия и развития велоспорта среди подростков) № заявки: 289,432 тыс.
,Региональная общественная организация инвалидов &#8220;Надежда&#8221;,&#8220;Глаза не видят-руки делают&#8221; - Создание условий для трудовой реабилитации молодых инвалидов по зрению. № заявки: 358,1 млн.
,Северодвинская городская общественная организация инвалидов с потерей слуха,&#8220;Финансовая поддержка достройки и ввода в эксплуатацию производственных мастерских и создание новых рабочих мест для молодёжи с ограниченными возможностями г. Северодвинска&#8221; № заявки: 476,660 тыс.
,Негосударственное образовательное учреждение &#8220;Центр образования &#8220;ИНВАЙТ&#8221;,&#8220;Мастерские для инвалидов&#8221; № заявки: 510,410 тыс.
,Архангельская городская общественная благотворительная организация &#8220;Клуб любителей лошадей&#8221;,"&#8220;Конный спорт как альтернатива уличному времяпрепровождению для детей и подростков из малоимущих, неполных семей&#8221; № заявки: 562",265 тыс.
,"Архангельская  городская общественная организация родителей, детей и подростков с нарушениями опорно-двигательного аппарата &#8220;Благодея&#8221;","&#8220;Путь к независимой жизни&#8221; - Создание условий для профессиональной ориентации молодых людей с ОВЗ, предоставление этой категории возможности реализовать себя в профессиональной деятельности. № заявки: 580",600  тыс.
,Некоммерческое партнерство «Центр рукопашного боя» города Архангельска,&#8220;Спортивные единоборства для малообеспеченных детей&#8221; № заявки: 819,370 тыс.
,Благотворительный фонд в сфере профилактики здорового образа жизни и социальной реабилитации граждан &#8220;Жизнь&#8221;,&#8220;Ты не мишень для наркотиков&#8221; - профилактика употребления наркотических средств в Астраханской области среди молодежи с 14 до 20 лет&#8221; № заявки: 1088,490 тыс.
Белгородская область,,
,Организация,Проект,"Сумма, руб."
,Белгородская региональная организация Общероссийской общественной организации инвалидов &#8220;Всероссийское ордена Трудового Красного знамени общество слепых&#8221;,&#8221; Реабилитация и информационное обеспечение инвалидов по зрению Белгородской области&#8221; № заявки: 876,450 тыс.
Брянская область,,
,Организация,Проект,"Сумма, руб."
,Брянская региональная организация Общероссийской общественной организации  инвалидов войны в Афганистане,&#8220;Развитие системы  реабилитации и социальной интеграции инвалидов (ветеранов) Великой Отечественной войны и боевых действий на базе Негосударственной системы комплексной реабилитации и социальной интеграции указанной категории населения в Брянском регионе № заявки: 149,440 тыс.
,Брянская городская общественная организация родителей детей-инвалидов Брянской областной общественной организации Всероссийского общества инвалидов,Социализация и расширение коммуникативных возможностей инвалидов-колясочников школьного возраста через совместный досуг и творчество &#8220;Клуб общения &#8220;Ровесник&#8221; № заявки: 462,600 тыс.
,Брянская региональная общественная организация - Клуб &#8220;Деловых женщин&#8221;,Проект в сфере социальной поддержки и социального обслуживания незащищенных категорий граждан &#8220;В будущее без насилия&#8221; № заявки: 552,3 млн.
Владимирская область,,
,Организация,Проект,"Сумма, руб."
,Петушинское районное отделение Владимирской Областной общественной организации Всероссийского общества инвалидов.,&#8221; Районное  социальное такси.&#8221; № заявки: 216,500 тыс.
,Владимирское региональное отделение общероссийской общественной организации инвалидов &#8220;Всероссийское общество глухих&#8221;,"&#8220;И крепнет пониманья нить&#8221; - Организация рабочих мест для  сурдопереводчиков и обучение сурдопереводу лиц, работающих с глухими № заявки: 593",270 тыс.
,Кольчугинское отделение Владимирской областной общественной организации Всероссийского общества  инвалидов,Программа социальной реабилитации молодых инвалидов &#8220;Бригантина&#8221; (посредством оказания услуг по дополнительному образованию) № заявки: 710,400 тыс.
,Владимирская городская общественная организация инвалидов-опорников &#8220;Надежда&#8221;,&#8220;Помоги себе встать&#8221; - Обеспечение доступности для инвалидов -опорников современных технических средств реабилитации № заявки: 801,508.220
,Автономная некоммерческая благотворительная организация «Социальная помощь бездомным»,Ночной автобус - мобильный пункт срочной социальной помощи № заявки: 1148,550 тыс.
Волгоградская область,,
,Организация,Проект,"Сумма, руб."
,Волжский городской общественный детский фонд,&#8220;Верим в тебя&#8221; - Профилактика негативных проявлений в подростковом возрасте среди подопечных детского фонда № заявки: 414,350 тыс.
,Волгоградская региональная общественная организация содействия детям-инвалидам,"&#8220;Активная жизнь&#8221; - Вовлечение молодых людей с инвалидностью в общественную, социально-экономическую и культурную жизнь и улучшение их положения в обществе № заявки: 472",1 млн.
,Общественная организация Волгоградский городской реабилитационно-развивающий Центр &#8220;Ступени&#8221;,"&#8220;Ровесник читает ровеснику&#8221; - Интеграция молодых людей с ограниченными возможностями в общество, обеспечение их  доступа к верной информации с помощью собственных сил и сил студентов-волонтеров. № заявки: 1162",500 тыс.
,Вологодская городская общественная организация Всероссийского общества инвалидов,&#8220;Край родной и любимый&#8221; (Программа экскурсионных поездок инвалидов-членов ВОИ) № заявки: 246,550 тыс.
Воронежская область,,
,Организация,Проект,"Сумма, руб."
,Некоммерческое партнерство &#8220;Международное Милосердие&#8221;,Социокультурная интеграция инвалидов в общество № заявки: 107,320 тыс.
,Автономная некоммерческая организация Центр международного молодежного сотрудничества &#8220;Пассаж-Зебра&#8221;,"&#8220;Сад для Маленьких принцев&#8221; - Создание на территории приюта площадки, которая станет центром организации экологического досуга воспитанников, местом проведения образовательных и воспитательных мероприятий № заявки: 445",800  тыс.
,Автономная некоммерческая организация Центр историко-патриотического и интернационального воспитания детей и молодежи &#8220;Танаис&#8221;,&#8220;Возвратить улыбку&#8221; - Развитие коммуникативных способностей воспитанников детского дома № заявки: 468,421 тыс.
,Воронежская городская общественная организация инвалидов и родителей детей-инвалидов с детским церебральным параличом &#8220;Надежда&#8221;,Интеграция детей-инвалидов и молодых инвалидов в общество. № заявки: 501,404 тыс.
,Железнодорожное местное отделение Воронежской региональной организации  Общероссийской общественной организации инвалидов &#8220;Единство&#8221;,"РАВНЫЕ ВОЗМОЖНОСТИ ДЛЯ ВСЕХ,или Ограниченные возможности здоровья – не повод для ограничений жизни № заявки: 846",560 тыс.
Ивановская область,,
,Организация,Проект,"Сумма, руб."
,Ивановское областное отделение общероссийского общественного благотворительного фонда &#8220;Российский детский фонд&#8221;,"&#8220;Поддержка детей, отцы которых погибли в горячих точках&#8221;; &#8220;Отец года&#8221; № заявки: 316",430 тыс.
,"Родниковская районная общественная организация родителей, воспитывающих детей с ограниченными возможностями развития &#8220;Эдельвейс&#8221;","&#8220;Мир открыт для всех&#8221; - Разработка и реализация комплекса мер, направленных на адаптацию и интеграцию семей, воспитывающих детей с ограниченными возможностями здоровья. № заявки: 317",139.925
,"Южская районная общественная ветеранская организация &#8220;Всероссийской организации ветеранов (пенсионеров) войны, труда, Вооруженных сил и правоохранительных органов.",&#8220;А жизнь продолжается&#8230;&#8221; - Осуществление мер по улучшению положения людей старшего поколения и их социальной защищённости. № заявки: 319,660 тыс.
,Ивановская областная организация Общероссийской общественной организации инвалидов &#8220;Всероссийское общество глухих&#8221;,"Проведение в Ивановской области мероприятий, посвященных Международному дню глухих № заявки: 327",250 тыс.
,"Ивановская областная общественная организация «Общественный комитет защиты детства, семьи и нравственности»","Кризисный Центр для женщин «Колыбель» - Финансовое и организационное укрепление Кризисного Центра для женщин и создание его новых структур (сельского приюта с подсобным хозяйством, швейной мастерской, службы помощи в трудоустройстве). № заявки: 656",1 млн.
,Ивановская областная общественная организация христианской молодежи и семьи,&#8220;Импульс&#8221; (Центр социальной поддержки безнадзорных детей и подростков) № заявки: 681,660 тыс.
,Ивановское областное отделение общероссийского общественного фонда &#8220;Российский фонд мира&#8221;,&#8220;День Победы - крупным планом!&#8221; - Приобретение 100 современных телевизоров для участников Великой Отечественной войны. № заявки: 791,700 тыс.
Иркутская область,,
,Организация,Проект,"Сумма, руб."
,Иркутская областная общественная организация защиты прав женщин &#8220;Надежда&#8221;,Ремонт и уборка квартир у малоимущих одиноких престарелых граждан № заявки: 287,500 тыс.
,Иркутская региональная организация Общероссийской общественной организации инвалидов &#8220;Всероссийское ордена Трудового Красного Знамени общество слепых&#8221;,&#8220;Создание центра элементарной реабилитации и социальной адаптации инвалидов по зрению Иркутской области&#8221; № заявки: 290,780 тыс.
,Иркутская городская общественная организация инвалидов &#8220;Прибайкальский исток&#8221;,&#8220;Социальная и профессиональная интеграция  молодых инвалидов в сельской местности&#8221; № заявки: 693,640 тыс.
,Иркутская городская общественная организация «Гражданская Информационная Инициатива»,Повышение возможностей для сельских женщин № заявки: 1102,256.656
Калининградская область,,
,Организация,Проект,"Сумма, руб."
,Калининградский общественный фонд «Центр поддержки общественных инициатив»,"&#8220;Высокий старт&#8221; - Уменьшение информационного неравенства молодёжи и подростков, лишенных родительского попечения и из социально неблагополучных семей. № заявки: 882",220 тыс.
Калужская область,,
,Организация,Проект,"Сумма, руб."
,"Калужское региональное отделение Всероссийской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов","Материальная поддержка малоимущих ветеранов (пенсионеров), проживающих в сельских районах Калужской области, в целях развития личных подсобных хозяйств (ЛПХ) № заявки: 53",630 тыс.
,Общественная организация &#8220;Калужская благотворительная областная ассоциация жертв незаконных политических репрессий&#8221;,"&#8220;Надежда&#8221;. Санаторно - курортное лечение людей, ставших жертвами незаконных политических репрессий. № заявки: 214",415 тыс.
,Калужское региональное отделение Общероссийской общественной организации инвалидов &#8220;Всероссийское общество глухих&#8221;,"&#8220;Жить, а не выживать&#8221; - проект по социально-бытовому обустройству слепоглухих. № заявки: 391",400 тыс.
,Фонд развития физической культуры и спорта имени олимпийского чемпиона Александра Савина,Социальная адаптация и формирование жизненной позиции детей с помощью профессионального спорта. № заявки: 437,2 млн.
Кемеровская область,,
,Организация,Проект,"Сумма, руб."
,Некоммерческая организация &#8220;Благотворительный Фонд поддержки материнства и детства&#8221;.,&#8220;Техническое оснащение&#8221; - Приобретение для фонда грузового автомобиля в целях оказания помощи социально незащищенным гражданам. № заявки: 295,530 тыс.
Кировская область,,
,Организация,Проект,"Сумма, руб."
,Мурашинская районная организация &#8220;Кировской областной организации общероссийской общественной организации &#8220;Всероссийское общество инвалидов&#8221;,"Открытие производства и оказания помощи для инвалидов, малоимущих и людей, попавших в трудную жизненную ситуацию № заявки: 140",1 млн.
,"&#8220;Негосударственное образовательное учреждение &#8220;Центр социально-психологической помощи детям, подросткам и молодежи&#8221;",Мобильная социально-психологическая и правовая помощь женщинам-жертвам насилия из отдаленных районов области. № заявки: 355,400 тыс.
,Областное Объединение родителей по реабилитации детей-инвалидов Кировской ОО ВОИ,"Создание областной &#8220;Школы повседневной жизни&#8221; для детей-инвалидов, инвалидов с детства и родителей, воспитывающих их в домашних условиях (адаптация, интеграция в общество) № заявки: 474",650 тыс.
,Унинская районная организация Кировской областной организации Общероссийской общественной организации &#8220;Всероссийское общество инвалидов&#8221;,&#8220;Подворье - 2009&#8243; - Стимулирование инвалидов и членов их семей к ведению  домашнего и приусадебного хозяйства. № заявки: 967,180 тыс.
,Кировская областная общественная организация &#8220;Перспектива&#8221;,&#8220;Путешествие по старой Вятке&#8221; - Повышение культурного  уровня подростков группы риска и воспитанников интернатов  через ознакомление с историческими памятниками Вятки. № заявки: 1034,177.055
Костромская область,,
,Организация,Проект,"Сумма, руб."
,Костромская региональная общественная организация Общероссийской общественной организации инвалидов &#8220;Всероссийское Ордена Трудового Красного Знамени общества слепых&#8221;,Создание на базе кабинетов реабилитации инвалидов по зрению Костромской области специализированных точек обучения компьютерной грамотности незрячих пользователей № заявки: 65,520 тыс.
,Костромская областная общественная организация &#8220;Всероссийское общество инвалидов&#8221;,"&#8220;Крыло любви, семья и мы!&#8221; - Проведение областного фестиваля  семей молодых инвалидов № заявки: 388",250 тыс.
,Костромская Областная Общественная Организация &#8220;Наше Время&#8221;,"&#8220;День совершеннолетия&#8221;.  Постинтернатное сопровождение выпускников специальных (коррекционных) школ-интернатов для детей-сирот и детей, оставшихся без попечения родителей. № заявки: 398",600 тыс.
,Общественная организация &#8220;Костромской областной Союз женщин&#8221;,&#8220;Молодая семья - хранитель родового наследия&#8221; № заявки: 1008,260 тыс.
,Костромская региональная общественная организация &#8220;Духовно-просветительский центр &#8220;Кострома&#8221;,&#8220;Защита старшего возраста&#8221; № заявки: 1010,600 тыс.
Курганская область,,
,Организация,Проект,"Сумма, руб."
,Курганская областная организация Общероссийской общественной организации инвалидов &#8220;Всероссийское Ордена Трудового Красного знамени общество слепых&#8221;,&#8220;Познание жизни в наших руках&#8221; - Программа обучения инвалидов по зрению социально бытовой адаптации № заявки: 515,700 тыс.
Курская область,,
,Организация,Проект,"Сумма, руб."
,Курская областная организация Общероссийской общественной организации инвалидов &#8220;Всероссийское ордена Трудового Красного Знамени общество слепых&#8221;,&#8220;Социально-психологическая адаптация и реабилитация инвалидов по зрению - путь к независимой жизни&#8221; № заявки: 29,600 тыс.
,"Курский городской фонд содействия социальной адаптации сотрудников правоохранительных структур, уволенных в запас или отставку &#8220;Содействие&#8221;","&#8220;Правовое воспитание подростков в Курской области, военно-патриотическая и физическая подготовка будущих защитников России&#8221; № заявки: 31",2 млн.
,"Курская городская общественная спортивно-оздоровительная организация для детей, детей-инвалидов и юношества «Здоровье и дети»","&#8220;Счастливое детство&#8221; - Приобретение автомобиля «ГАЗель» (социальный транспорт)  для доставки детей-инвалидов к месту проведения занятий по оздоровительной и адаптивной физкультуре, мероприятий  для семей с  ребёнком- инвалидом. № заявки: 972",500 тыс.
Липецкая область,,
,Организация,Проект,"Сумма, руб."
,Липецкая областная молодежная общественная организация &#8220;Ассоциация учащейся молодежи&#8221;,"&#8220;Дом, где живет надежда&#8221; - Оказание помощи  детям из многодетных и малообеспеченных семей, детям-сиротам и детям, лишенным попечительства родителей № заявки: 863",670 тыс.
Магаданская область,,
,Организация,Проект,"Сумма, руб."
,"Магаданский областной общественный благотворительный фонд содействия семье, защиты материнства и детства &#8220;МАМА&#8221;",&#8220;Путевка в жизнь&#8221;. Социализация выпускников и воспитанников детских сиротских учреждений. № заявки: 232,647.724
,Магаданская городская общественная организация инвалидов &#8220;Стремление&#8221;,&#8220;Домашнее обучение компьютерной грамоте инвалидов по зрению&#8221; № заявки: 720,381.062
,"Магаданская областная общественная организация Всероссийской общественной организации ветеранов (пенсионеров) войны, труда, Вооруженных Сил  и правоохранительных органов",Решение социальных вопросов малоимущих и социально незащищенных категорий граждан № заявки: 780,460 тыс.
,Магаданская областная организация Общероссийской общественной организации инвалидов войны в Афганистане,"&#8220;Оплата инвалидам, состоящим на учете в МОО ОООИВА дороги к месту лечения и обратно&#8221; № заявки: 823",500 тыс.
Москва,,
,Организация,Проект,"Сумма, руб."
,"Российский общественный благотворительный фонд ветеранов (пенсионеров) войны, труда и Вооруженных Сил","Благотворительная  материальная и духовная поддержка ветеранов (пенсионеров) войны, труда и Вооруженных сил.   № заявки: 5",1 млн.
,Международная общественная благотворительная организация «Международный женский центр «Будущее женщины»,Социальная защита детства  в рамках реализации  современной семейной политики РФ: теория и практика регионов. Разработка технологий вывода детей из учреждений социального обеспечения в семьи. № заявки: 32,7 млн.
,Фонд поддержки ветеранов Арктики и Антарктики &#8220;Полюс&#8221;,Помощь ветеранам-полярникам Арктики и Антарктики и передача полярной школы молодому поколению № заявки: 33,2 млн.
,Общероссийский союз общественных объединений &#8220;Союз &#8220;Чернобыль&#8221; России&#8221;,"Социально - правовая и реабилитационная помощь гражданам, пострадавшим вследствие радиационных аварий и катастроф ( 2 очередь) № заявки: 58",5 млн.
,Автономная некоммерческая организация по оказанию социально-психологической поддержки семье &#8220;Семейное счастье&#8221;,&#8220;Кострома-2009&#8243;. Создание центра поддержки семей с приемными детьми № заявки: 63,450 тыс.
,Межрегиональная общественная организация содействия развитию средств массовой информации для молодежи &#8220;Новое слово&#8221;,&#8220;Дети России&#8221;. Создание системы социальной адаптации детей-сирот. № заявки: 64,500 тыс.
,Региональная благотворительная общественная организация &#8220;Центр лечебной педагогики&#8221;,&#8220;Особый ребенок: дорога к образованию&#8221; - Комплексная подготовка детей с нарушениями развития к воспитанию и обучению в учреждениях  городской системы образования № заявки: 74,700 тыс.
,Общероссийский союз общественных организаций инвалидов &#8220;Помощь и созидание&#8221;,"Помощь, созидание и поддержка - залог повышения социальной защищенности инвалидов военной службы № заявки: 82",450 тыс.
,Местная общественная организация &#8220;Содействие детскому и юношескому творчеству&#8221;,Программа помощи детям-сиротам со стороны студенческого коллектива РУДН &#8220;Студенты-детям&#8221; № заявки: 84,480 тыс.
,Региональная общественная организация  &#8220;Ветераны военной контрразведки&#8221;,"&#8220;Никто не забыт, ничто не забыто&#8230;&#8221; - Улучшение материального положения, бытовых условий, медицинская и социальная реабилитация особо нуждающейся части ветеранов № заявки: 89",7 млн.
,Общероссийская общественная организация - Ассоциация ветеранов  боевых действий органов внутренних дел и внутренних войск России,"&#8220;Честь-Достоинство-Долг&#8221; - Закрепление социальной защищенности участников боевых действий, инвалидов военной травмы, семей сотрудников, погибших при защите интересов государства. № заявки: 141",2 млн.
,Фонд развития инфраструктуры воздушного транспорта &#8220;Партнер гражданской авиации&#8221;,Программа социальной помощи малоимущим и социально незащищенным лицам из числа бывших работников гражданской авиации (ГА) и членам их семей № заявки: 142,500 тыс.
,Некоммерческая организация  &#8220;Благотворительный фонд  &#8220;Даунсайд Ап&#8221;,"&#8220;Семейно-центрированная модель психолого-педагогического сопровождения семей, воспитывающих детей с синдромом Дауна в возрасте от рождения до 3-х лет&#8221; № заявки: 181",2 млн. 894 тыс.
,Некоммерческое партнерство &#8220;Центр  духовного и физического оздоровления общества &#8220;Партнерство&#8221;,"&#8220;Я такой же, как ты&#8221; - издание спецномеров  журнала &#8220;Страна и мы&#8221;по теме социальной адаптации детей-инвалидов № заявки: 185",800 тыс.
,Благотворительный фонд &#8221; Центр помощи беспризорным детям&#8221; Торгово- промышленной палаты РФ,Благотворительная программа &#8220;Наш детский дом&#8221; - материально-техническая помощь  37 детским учреждениям в 20 субъектах РФ № заявки: 192,3 млн. 500 тыс.
,Некоммерческая организация &#8220;Фонд содействия общественным исследованиям &#8220;РУССО-БАЛТ&#8221;,"Помощь социально-незащищенным категориям российских граждан (пенсионеры, инвалиды, участники ВОВ), проживающих в странах Прибалтики (Латвия, Литва, Эстония) и СНГ № заявки: 193",5 млн.
,Региональная благотворительная общественная организация инвалидов детства &#8220;Соколиная гора&#8221;,"&#8220;Познавательно - образовательная, патриотическая программа &#8220;Моя малая Родина&#8221; № заявки: 205",300 тыс.
,Региональная благотворительная общественная организация &#8220;Марфо-Мариинское благотворительное общество&#8221;,"&#8220;Безвозмездное патронажное обслуживание одиноких, немощных и неимущих москвичей&#8221; № заявки: 209",1 млн.
,Региональная благотворительная общественная организация помощи детям - сиротам &#8220;Солнечный круг&#8221;,&#8220;Социальная адаптация воспитанников детских домов и школ-интернатов&#8221; № заявки: 218,465 тыс.
,Негосударственное некоммерческое учреждение &#8220;Учебно-методический центр Всероссийского общества глухих&#8221;,&#8220;Проведение конкурса переводчиков жестового языка&#8221; № заявки: 233,330 тыс.
,"Общероссийская общественная организация &#8220;Всероссийское общество специалистов по медико-социальной экспертизе, реабилитации и реабилитационной индустрии &#8220;",Медико-социальная поддержка детей с ограниченными возможностями и их семей. № заявки: 245,2 млн.
,Межрегиональная Общественная Организация содействия  созидательному взаимодействию детей и взрослых «Круг»,"Программа «Синий ветер» (один этап программы «Синий ветер») - привлечение и подготовка добровольцев для работы с детьми, оказавшимися в сложных жизненных условиях. № заявки: 275",440 тыс.
,Общероссийская общественная организация &#8220;Российское кадетское братство&#8221;,&#8220;Вручение именных стипендий и премий&#8221; № заявки: 278,890 тыс.
,Региональный общественный благотворительный фонд социальной поддержки детей и молодежи &#8220;Правила добра&#8221;,&#8220;Спортивное развитие и военно-патриотическое воспитание детей-сирот и воспитанников интернатных учреждений&#8221; № заявки: 283,1 млн.
,"Московская городская общественная организация пенсионеров, ветеранов  войны, труда, Вооруженных Сил и правоохранительных органов","&#8220;Счастье видеть&#8221;. Офтальмологическая помощь социально незащищенным группам старшего возраста (ветеранов (пенсионеров) и инвалидов войны, ВС и правоохранительных органов). № заявки: 330",2 млн.
,"Региональный общественный фонд «Фонд содействия развитию социальной инициативы, народной дипломатии и меценатства»","«Социальная реабилитация детей и их семей, оказавшихся в трудной жизненной ситуации: подготовка выпускников детских домов и школ-интернатов к самостоятельной жизни исходя из совокупности различных направлений жизненных сфер выпускника, а также адекватной адаптации в социуме» № заявки: 335",510 тыс.
,Региональная общественная организация  &#8220;Право ребенка&#8221;,&#8220;Защита детей от насилия и жестокого обращения&#8221; № заявки: 336,2 млн. 300 тыс.
,Автономная некоммерческая организация Центр социальной адаптации &#8220;ОПОРА&#8221;,"&#8220;Проявление&#8221; (содействие личностной и творческой самореализации воспитанников и выпускников государственных учреждений для детей-сирот и детей, оставшихся без попечения родителей) № заявки: 339",500 тыс.
