102,362,Ивановское областное  отделение общественной организации   ветеранов  органов внутренних дел и   внутренних войск России,"В преддверии 65-летия Великой Победы   ветеранам ВОВ, ветеранам боевых действий в горячих точках и семьям погибших   военнослужащих отеческая помощь и забота.",Ивановская   область,"700   000,00"
103,367,Ульяновская местная общественная   организация Попечительский совет клуба &#8220;Симбирцит&#8221;,"Социальный проект «Путь к успеху»:   профессиональная подготовка и ориентация молодежи, в том числе с   ограниченными возможностями.",Ульяновская   область,"800   000,00"
104,368,Петушинское районное отделение   Владимирской Областной общественной организации Всероссийского общества   инвалидов,&#8220;Районное социальное такси&#8221;: бесплатное   предоставление транспортных услуг инвалидам для посещения социально значимых   объектов района и области.,Владимирская   область,"300   000,00"
105,369,Автономная некоммерческая организация   &#8220;Центр социокультурной анимации &#8220;Одухотворение&#8221;,&#8220;Спасение молодых инвалидов из   четырех стен&#8221;: преодоление социальной изоляции молодых людей с   ограниченными возможностями здоровья.,г.   Москва,"300   000,00"
106,377,Общероссийская общественная организация   &#8220;Социальное содействие&#8221; г. Ижевск,Антикризисная программа &#8220;Доступная   профессия - новая жизнь&#8221;: дополнительное льготное образование для   различных категорий граждан в ситуации безработицы.,Удмуртская   Республика,"1 500   000,00"
107,379,Некоммерческое партнёрство   &#8220;Координирующий &#8220;ПОМОР-ЦЕНТР&#8221;,"Межведомственная, междисциплинарная,   экспериментальная целевая подпрограмма &#8220;Соловецкие юнги&#8221; (2005-2016   гг.)",Архангельская   область,"225   000,00"
108,385,Региональная общественная организация   &#8220;Союз Женщин Камчатки&#8221;,&#8220;Спортивно-оздоровительный центр   для поддержания здорового образа жизни женщин-матерей и их детей   &#8220;Лаччах&#8221; (&#8221;солнышко&#8221; на языке коренного населения города   - ительменов).,Камчатский   край,"600   000,00"
109,391,Новотроицкая местная организация   Оренбургской областной организации общероссийской общественной организации   &#8220;Всероссийское общество инвалидов&#8221;,Детский реабилитационный центр   &#8220;Солнышко&#8221; - социальная реабилитация и защищенность детей-инвалидов   в возрасте до 16 лет.,Оренбургская   область,"360   000,00"
110,394,Местная общественная организация   &#8220;Сыктывкарский дом православной культуры &#8220;Звезда Вифлеема&#8221;,Проект Центра творчества для многодетных   и малообеспеченных семей &#8220;Школа - наш дом&#8221;.,Республика   Коми,"260   000,00"
111,399,Некоммерческая организация Регионального   Общественного Фонда развития и социальной адаптации детей-инвалидов   &#8220;Солнечный луч&#8221;,"&#8220;Я СМОГУ! Познавая мир, познаю   себя&#8221;. Летний развивающий лагерь городского типа для детей (с   ограниченными возможностями) с трудоустройством родителей на период лагерной   смены.",Удмуртская   Республика,"300   000,00"
112,404,Общественное движение г. Ижевска &#8220;Матери против наркотиков&#8221;,"&#8220;Родительский дом - начало   начал&#8221;. Реализация комплексной информационно-профилактической программы   &#8220;Ключи семейной жизни&#8221;, направленной на укрепление института семьи.",Удмуртская   Республика,"320   000,00"
113,411,Фонд гуманитарной помощи жителям   Санкт-Петербурга,"&#8220;Создание Центра социальной помощи   и поддержки бывших сотрудников правоохранительных органов и членов их семей в   период экономического кризиса&#8221; (создание &#8220;горячей линии&#8221;,   адресная помощь).",г.   Санкт-Петербург,"1 500   000,00"
114,415,Тульское региональное отделение   Общероссийской общественной организации &#8220;Центр экологической политики и   культуры&#8221;,"&#8220;Безработный в окружающем мире, не   упусти шанс сделать его красивее!&#8221; Поддержка социально незащищенных   категорий граждан и привлечение их к общественным работам (картирование   несанкционированных свалок).",Тульская   область,"1 000   000,00"
115,420,Мордовское республиканское отделение   Общероссийского благотворительного общественного фонда «Российский фонд   милосердия и здоровья»,&#8220;В ДОМ ПОСТУЧАЛАСЬ БЕДА&#8230;&#8221;   (Охрана здоровья детей с  онко- и   онкогематологическими заболеваниями).,Республика   Мордовия,"1 000   000,00"
116,423,Ульяновская областная детско-юношеская   общественная организация &#8220;Ассоциация скаутов&#8221;,Марафон за здоровый образ жизни   &#8220;Мастер своей судьбы&#8221; - система мероприятий по вовлечению детей и   подростков в активную деятельность.,Ульяновская   область,"300   000,00"
117,424,Некоммерческая организация   благотворительный фонд помощи детям-сиротам &#8220;Здесь и сейчас&#8221;,"&#8220;В кругу людей&#8221; (формирование   системы оказания адресной помощи семьям, принявшим на воспитание детей-сирот   с особыми нуждами, в том числе детей-инвалидов).",г.   Москва,"800   000,00"
118,426,Некоммерческий детский благотворительный   фонд имени Алены Петровой,"&#8220;Мы не Белые жирафы!&#8221;.   Психологическая и социальная помощь семьям, попавшим в трудную жизненную   ситуацию в связи с длительной онкологической болезнью ребенка.",Томская   область,"880   085,00"
119,442,Пензенское областное отделение   Общероссийской общественной организации &#8220;Лига защитников пациентов&#8221;,"«Маршруты здоровья»: пропаганда   здорового образа жизни, выявление сердечно-сосудистой патологии среди   граждан.",Пензенская   область,"1 000   000,00"
120,448,Негосударственное учреждение   дополнительного образования &#8220;Юношеская автомобильная школа&#8221;,"Создание условий для детей-сирот и   молодежи для развития их творческой инициативы и профессиональной ориентации   на специальности, занятые в автотранспортной отрасли.",г.   Москва,"3 000   000,00"
121,449,Междуреченская общественная организация   &#8220;Ребенок особой заботы&#8221;,&#8220;ПоМожем!&#8221; Рекреация и   реабилитация детей с проблемами здоровья посредством совместных мероприятий   со здоровыми детьми различных направлений и уровней.,Кемеровская   область,"300   000,00"
122,450,Карабудахкентская местная общественная   организация &#8220;Общество инвалидов-ампутантов и инвалидов с нарушением   опорно-двигательной системы &#8220;Весна&#8221;,&#8220;Весна&#8221;: реабилитационный   центр для инвалидов-ампутантов и инвалидов с нарушениями опорно-двигательной   системы на побережье Каспия.,Республика   Дагестан,"700   000,00"
123,461,Благотворительный фонд &#8220;Центр   помощи беспризорным детям&#8221; Торгово-промышленной палаты РФ,"«Наш детский дом»: улучшение   материально-технической базы детских воспитательных  учреждений, создание в учреждении атмосферы   заботы и уюта, эстетическо-нравственное развитие.",г.   Москва,"1 000 000,00"
124,476,Свердловская региональная общественная   организация &#8220;АИСТЕНОК&#8221;,&#8220;ТЕРРИТОРИЯ ДОБРА&#8221;: создание   Семейного Ресурсного Центра для комплексной поддержки семьи в трудной   жизненной ситуации путем их социально-психологической адаптации в условиях   кризиса.,Свердловская   область,"750   000,00"
125,487,Социальный фонд &#8220;Дети - наша   надежда&#8221;,"&#8220;Мир без границ&#8221;: организация   и проведение спектаклей для детей-инвалидов, здоровых детей из социально   незащищенных слоев населения.",г.   Москва,"500   000,00"
126,494,Благотворительный фонд &#8220;Детская   больница&#8221; при Детской городской клинической больнице №9 им. Г.Н. Сперанского,"Медицинская и социально-психологическая   реабилитация детей, перенесших ожоговую травму.",г.   Москва,"500   000,00"
127,515,Волгоградское региональное общественное   учреждение &#8220;Кризисно-Конфликтный центр&#8221;,Адресная помощь ветеранам ВОВ к 65-летию   Победы &#8220;Поклонимся великим тем годам&#8221;.,Волгоградская   область,"450   000,00"
128,519,Региональная общественная   организация  &#8220;Союз общественных   объединений инвалидов Архангельской области&#8221;,&#8220;Совершенствование системы   социальной защиты и оказания адресной помощи инвалидам в Архангельской   области&#8221;.,Архангельская   область,"600   000,00"
129,524,"Архангельская  городская общественная организация   родителей, детей и подростков с нарушениями опорно-двигательного аппарата   &#8220;Благодея&#8221;","&#8220;Под лучами солнца&#8221;:   комплексная программа социальной поддержки семей, имеющих детей с нарушениями   опорно-двигательного аппарата.",Архангельская   область,"600   000,00"
130,528,Общественная организация   &#8220;Владивостокское общество помощи детям&#8221;,Конно-спортивный центр для детей и   подростков групп социального риска на базе социального комплекса деревни   &#8220;Семейный очаг&#8221;.,Приморский   край,"350   000,00"
131,533,"Магаданский областной общественный   благотворительный фонд содействия семье, защиты материнства и детства   &#8220;МАМА&#8221;",&#8220;Дети-сироты: детский дом - учебное   заведение - трудоустройство - обеспечение жильем&#8221;.,Магаданская   область,"600   000,00"
132,536,Некоммерческое партнерство &#8220;Новые   социальные технологии &#8220;Достойная старость&#8221;,«Школа добра и милосердия»: улучшения   качества жизни детей из неблагополучных семей и семей социального риска путем   вовлечения их в среду активного взаимодействия с пожилыми людьми.,Нижегородская   область,"156   440,00"
133,557,Фонд реабилитации душевнобольных   &#8220;Благое дело&#8221;,&#8220;Арт-терапия поможет трудным   подросткам&#8221;: содействие физическому и психоэмоциональному оздоровлению   подростков 14-17 лет из семей хронических алкоголиков.,Пермский   край,"481   389,00"
134,574,Чувашская региональная общественная   организация ветеранов войны и военной службы,Программа скорой социальной поддержки   ветеранов (пенсионеров и инвалидов).,Чувашская   Республика,"500   000,00"
135,578,Северо-Осетинская общественная   организация &#8220;Федерация детского и юношеского туризма &#8220;СОКОЛ&#8221;,"«Здоровая семья - туристская семья!»   (курсы по подготовке инструкторов туризма и экскурсоводов из числа молодежи,   организация культурно-спортивных мероприятий, экологических акций и   бесплатных походов).",Республика   Северная Осетия - Алания,"339   158,00"
136,584,Ростовское региональное отделение   общероссийского общественного благотворительного фонда &#8220;Российский   детский фонд&#8221;,&#8220;Право ребенка жить в семье&#8221;.   Решение вопросов профилактики сиротства детей в период кризиса.,Ростовская   область,"500   000,00"
137,586,Сахалинская областная общественная организация   «Экологический центр «Родник»,«Экологическое Добровольчест-ВО! Сахалин   - Дальний Восток». Развитие межрегионального волонтерского молодежного   движения в природоохранной деятельности.,Сахалинская   область,"400   000,00"
138,589,Межрегиональная Общественная Организация   &#8220;ТУРИСТСКИЙ КЛУБ &#8220;ЛЕНА&#8221;,"&#8220;Природа детям-инвалидам&#8221;   (загородные туристско-реабилитационные программы для молодых людей с   ограниченными возможностями и членов их семей, проведение фестиваля для   участников).",г.   Санкт-Петербург,"450   000,00"
139,590,Региональная общественная   организация   «Центр молодежных   инициатив - К»,&#8220;Целый Мир&#8221;: создание   городского фильма-фестиваля творческих инициатив людей с ограниченными   возможностями.,Свердловская   область,"306   580,00"
140,591,Межрегиональная общественная организация   &#8220;Экологический центр Стриж&#8221;,Пропаганда охраны окружающей среды среди   школьников как средство сохранения важных природных территорий.,Томская   область,"300   000,00"
141,599,Благотворительный фонд   &#8220;Утешение&#8221; прихода Александро-Невского Собора г. Петрозаводска Петрозаводской и   Карельской Епархии Русской Православной Церкви,Программа содействия занятости   несовершеннолетних  в Республике   Карелия &#8220;Работающий подросток&#8221;.,Республика   Карелия,"700   000,00"
142,600,Автономная некоммерческая организация   &#8220;Академия инновационного образования&#8221;,Фестиваль зимних видов спорта   &#8220;Белый медвежонок&#8221; для детей-воспитанников детских домов и   дружественных школ.,Новосибирская   область,"346   000,00"
143,605,"Санкт-Петербургская региональная   общественная организация инвалидов, ветеранов, блокадников «Бабушки и   дедушки»","«Мы - поколение подвига и Победы».   Поддержка ветеранов ВОВ, труда, жителей блокадного Ленинграда к 65-летию   Победы в ВОВ 1941-1945 гг.",г.   Санкт-Петербург,"400   000,00"
144,624,Некоммерческая организация -   Благотворительный фонд &#8220;Культурное наследие&#8221;,«Безопасное детство - забота общая!»   Создание интегрированной системы по    обеспечению защиты  детей  от дорожного травматизма путем профилактики   случаев ДТП  и повышения дорожной   грамотности ребенка.,Саратовская   область,"856   000,00"
145,626,Некоммерческая организация   Благотворительный фонд &#8220;Национальные образовательные программы&#8221;,&#8220;Профилактика пивного алкоголизма   среди молодежи&#8221;.,Иркутская   область,"600   000,00"
146,634,Ленинская районная организация Кировской   областной организации общероссийской общественной организации   &#8220;Всероссийское общество инвалидов&#8221;,&#8220;Спорт без границ&#8221; (Инвалиды   осваивают с помощью специалистов спортивные знания и умения по 7 видам   спорта).,Кировская   область,"250   184,00"
147,636,Городская некоммерческая общественная   организация &#8220;Ассоциация родителей детей-инвалидов&#8221; г. Сарапула Удмуртской Республики.,«Особым семьям - особую заботу»:   создание Общественного центра поддержки семей с детьми-инвалидами при   трудоустройстве.,Удмуртская   Республика,"607   560,00"
148,637,Некоммерческая организация Самарский   Фонд социального развития &#8220;Время жить!&#8221;,«Здоровая молодежь - здоровое будущее   России»: улучшение здоровья молодежи и демографической ситуации через   проведение специального комплекса информационно-образовательных мероприятий.,Самарская   область,"500   000,00"
149,638,Автономная некоммерческая организация   помощи инвалидам студия «Нескучающие ручки»,&#8220;Путь к себе&#8221; - программа   обучения детей с ограниченными физическими возможностями технике   художественного плетения бисером.,Ханты-Мансийский   автономный округ,"200   000,00"
150,644,Москаленская местная детская   общественная организация &#8220;Содружество мальчишек и девчонок&#8221;,"&#8220;Стимул&#8221; - дорога в жизнь:   система мероприятий, способствующих включению трудных подростков в учебную и   досуговую деятельность.",Омская   область,"255   647,00"
151,648,Общественная организация   &#8220;Таганрогское городское общество трезвости и здоровья&#8221;,"&#8220;Школа трезвомыслия для тех, кто   лишен семейного тепла&#8221;: пропаганда здорового образа жизни, обучение и   воспитание нравственных ценностей у детей-сирот, воспитанников детских домов,   трудных подростков.",Ростовская   область,"121   508,00"
152,649,Автономная некоммерческая организация   &#8220;Центр стратегического планирования Удмуртской Республики&#8221;,&#8220;Служба социально-средовой   реабилитации инвалидов&#8221;.,Удмуртская   Республика,"450   000,00"
153,651,Региональная общественная организация   &#8220;Сударыня&#8221;,Клуб пенсионеров &#8220;Забота&#8221; -   создание клуба для встреч и общения пожилых людей.,Ростовская   область,"170   000,00"
154,658,Хакасское республиканское отделение   Общероссийского общественного благотворительного фонда &#8220;Российский   детский фонд&#8221;,&#8220;Шагни вперёд&#8221;: создание цента   сопровождения  детей с ограниченными   возможностями для их дошкольной подготовки.,Республика   Хакасия,"500   000,00"
155,670,Северо-Двинская областная общественная организация   казаков (СДООК),&#8220;Юные речники Северной Двины&#8221;   (восстановление речного катера с целью обучения подростков управлению   маломерным судном и изучения правил речной навигации).,Архангельская   область,"142   000,00"
156,672,Общественная организация &#8220;Фестивальная&#8221;   Прикубанского округа г. Краснодара,Оказание материальной поддержки   малоимущим.,Краснодарский   край,"200   000,00"
157,673,Амурская областная общественная   организация граждан инвалидов &#8220;Преодоление&#8221;,«Активный отдых - для активных людей с   ограниченными возможностями»: создание условий для социальной и физической   реабилитации инвалидов через активный отдых на природе.,Амурская   область,"343   060,00"
158,677,Чувашская республиканская общественная   организация ветеранов боевых действий &#8220;Доблесть&#8221;,Гуманитарная программа помощи малоимущим   и одиноким семьям ветеранов войн в условиях кризиса в Чувашской республике.,Чувашская   Республика,"817   000,00"
159,682,Междуреченская городская детская   экологическая общественная организация &#8220;Зеленые&#8221;,&#8220;Росток&#8221;: вовлечение детей и подростков   в социо-культурное пространство города через организацию совместной   эколого-просветительской и творческой деятельности в экологическом ресурсном   центре &#8220;Росток&#8221;.,Кемеровская   область,"340   100,00"
160,693,Сызранская Городская Общественная   Организация Инвалидов &#8220;Исток&#8221;,"&#8220;Поможем тем, кто не может   сам&#8221;: оказание бесплатных социально-бытовых услуг социально незащищенным   слоям населения, чей доход ниже прожиточного минимума.",Самарская   область,"160   104,00"
161,701,Некоммерческий экологический фонд  «МиниЗООПАРК»,«Экология - приоритет развития России»:   развитие молодежного движения как формы независимого общественного   экологического контроля и проведение мероприятий по восстановлению природных   ландшафтов.,Пермский   край,"140   700,00"
162,702,Краснодарское краевое отделение   Общероссийской  общественной   организации «Российский Красный Крест»,Информационно-консультационная Служба по   вопросам пандемического (&#8221;свиного&#8221;) гриппа.,Краснодарский   край,"428   802,00"
163,704,Международная общественная организация   &#8220;Союз социальной защиты детей&#8221;,&#8220;Через тернии к звездам&#8221;:   программа по социально-правовому обслуживанию и материальной поддержке   малоимущих семей с детьми в целях профилактики безнадзорности и   правонарушений несовершеннолетних.,г.   Москва,"1 000   000,00"
164,706,Местная общественная организация   &#8220;Котласская межрайонная организация Всероссийского общества   инвалидов&#8221;,"&#8220;Дорогой добра&#8221;: создание   благоприятных условий для комплексного решения проблем семей,   воспитывающих  детей-инвалидов.",Архангельская   область,"577   400,00"
165,708,Владимирский благотворительный фонд   &#8220;Сотвори добро&#8221;,"Реабилитация детей раннего возраста,   оставшихся без попечения родителей, на детской игровой площадке.",Владимирская   область,"270   000,00"
166,711,Некоммерческое партнерство Центр   духовного и физического оздоровления общества &#8220;Партнерство&#8221;,"&#8220;Я такой же, как ты&#8221;: адресная   информационная поддержка семей, имеющих детей-инвалидов.",г.   Москва,"800   000,00"
167,713,Общественная организация &#8220;Иркутский   областной совет женщин&#8221;,"«Вдовы России. 65 годовщина Победы»:   осуществление социальной поддержки вдов, потерявших мужей на фронтах Великой   Отечественной Войны.",Иркутская   область,"229   180,00"
168,720,"Магаданская областная общественная   организация Всероссийской общественной организации ветеранов (пенсионеров)   войны, труда, Вооруженных Сил и правоохранительных органов",Решение социальных вопросов малоимущих и   социально-незащищенных граждан в условиях кризисной ситуации в стране.,Магаданская   область,"500   000,00"
169,721,"Камчатское краевое отделение   Всероссийской общественной организации ветеранов (пенсионеров) войны, труда,   Вооруженных Сил и правоохранительных органов","«Ветеранам глубинки - народное внимание   и заботу. Растим патриотов - готовим достойную смену». Улучшение системы   оказания материальной и моральной поддержки ветеранам, попавшим в трудные   социальные условия.",Камчатский   край,"500   000,00"
170,729,Томская региональная общественная   организация помощи детям-инвалидам с умственной отсталостью и их семьям   &#8220;Парус Надежды&#8221;,&#8220;Школа здоровья&#8221;: программа по   обучению родителей доступным методам оказания медицинской и психологической   помощи ребенку с ограниченными возможностями в домашних условиях.,Томская   область,"225   000,00"
171,730,Благотворительный фонд содействия   реализации программ Лиги здоровья нации,"Национальный общественный проект &#8220;Безалкогольная   Россия&#8221;, направленный на сокращение потребления алкоголя населением РФ и   увеличение продолжительности жизни россиян.",г.   Москва,"6 000   000,00"
172,741,Ноябрьская общественная организация   инвалидов,"&#8220;Передвижение без проблем&#8221;.   Приобретение автомашины &#8220;Газель&#8221; с подъемным устройством,   предназначенным для подъема и перевозки инвалидов в креслах-колясках.",Ямало-Ненецкий   автономный округ,"530   000,00"
173,746,Алтайская краевая общественная   организация &#8220;Выбор&#8221;,"Социально-педагогическая школа   &#8220;СОЮЗ РОДИТЕЛЕЙ И РЕБЕНКА&#8221;: разработка механизма комплексной   реабилитации семей с детьми, находящимися в социально опасном положении.",Алтайский   край,"500   000,00"
174,747,Некоммерческое партнёрство «Центр   диагностики и реабилитации «Здоровье»,Оздоровительный комплекс для детей и   молодежи с ограниченными возможностями.,Ярославская   область,"500   000,00"
175,753,Тамбовское региональное отделение   Общероссийской общественной организации «Союз социальных педагогов и   социальных работников»,«Комплексная реабилитация детей-инвалидов   как средство их интеграции в общество» (через систему организованных   тренировок и спортивно-оздоровительных соревнований).,Тамбовская   область,"491   500,00"
176,758,Ленинградская областная общественная   благотворительная организация &#8220;Панда&#8221;,Социальная программа &#8220;Дом детских   сердец&#8221; для детей-сирот и детей из социально незащищенных семей   Ленинградской области.,Ленинградская   область,"500   000,00"
177,759,Санкт-Петербургская благотворительная   общественная организация помощи детям-инвалидам &#8220;Умка&#8221;,Комплекс социально-реабилитационных   мероприятий для детей-инвалидов &#8220;Умка 2009-2010&#8243;: повышение уровня   психологической адаптации больных детей и их родителей к условиям хосписа и   онкологических больниц.,г.   Санкт-Петербург,"800   000,00"
178,760,Региональное общественное благотворительное   движение &#8220;Большая Медведица&#8221;,"Целевая социальная программа   &#8220;Большая Медведица&#8221;: оказание помощи социально незащищенным слоям   населения в рамках подпрограмм «Одаренные дети», «Сообщество», «Долг» и др.",г.   Санкт-Петербург,"800   000,00"
179,767,Курское региональное отделение   Общероссийской эколого-гуманитарной общественной организации «Миллион друзей»,Эколого-гуманитарный проект &#8220;Кубок   Черноземья 2010&#8243;.,Курская   область,"200   000,00"
180,777,Региональная общественная организация   &#8220;Ассоциация ветеранов подразделения антитеррора &#8220;Альфа&#8221;,"Адресная социальная поддержка ветеранов   Подразделения антитеррора «Альфа», членов их семей и семей погибших и умерших   сотрудников.",г.   Москва,"3 000   000,00"
181,787,Общественная организация «Мончегорская   городская национально-культурная автономия коренного малочисленного народа   саами»,«Сейдъяврь»: сохранение экологического   равновесия природы Кольского полуострова путем воспитания подрастающего   поколения на примере многовековой жизни саамского народа.,Мурманская   область,"155 212,00"
182,792,Автономная некоммерческая организация   &#8220;Специальный Центр развития детей &#8220;Гармония&#8221;,&#8220;Школа социально-бытовой   самостоятельности &#8220;Мой день&#8221;: организация дневного пребывания   подростков и молодых инвалидов-колясочников как условие для их социализации.,Брянская   область,"1 000   000,00"
183,795,Общественная организация г. Боровичи и района матерей   детей-инвалидов &#8220;Примавера&#8221;,&#8220;Город детства&#8221;: создание   безопасной игровой среды - аналога    детского  городка из мягких  модулей    с  обучающей  методикой    &#8220;Строим  вместе&#8221;   для  детей-инвалидов.,Нижегородская   область,"300   000,00"
184,803,Свердловская региональная общественная организация инвалидов боевых   действий в Чечне &#8220;Боевое братство&#8221;,"Оказание адресной социальной помощи гражданам, попавшим в трудную   жизненную ситуацию связи с кризисом в регионе.",Свердловская область,"5 748 750,00"
185,806,Региональная общественная организация   &#8220;Информационный центр коренных народов Республики Алтай   &#8220;Бирлик&#8221;,"&#8220;Образование как элемент   устойчивого развития общин коренных малочисленных народов&#8221; (проведение   образовательных семинаров, правовых стажировок и обеспечение доступа к   информации, касающейся их развития).",Республика   Алтай,"200   000,00"
186,808,Благотворительный фонд инвалидов-спортсменов &#8220;Идель-Урал&#8221;,"Адресная материальная помощь лицам, потерявшим работу в связи с   экономическим кризисом в регионе (Республика Татарстан, г. Набережные Челны).",Республика Татарстан,"10 027 500,00"
187,810,Региональная профессиональная   общественная организация Рязанское библиотечное общество,"«Книжное путешествие по Рязанскому   краю»: проведение культурно-просветительских акций, направленных на   приобщение к чтению подрастающего поколения, пополнение фондов библиотек и   школ-интернатов.",Рязанская   область,"300   000,00"
188,830,Благотворительный фонд помощи сестер милосердия,"&#8220;Социально-патронажная служба   &#8220;Сестра милосердия&#8221;: создание общественной службы, оказывающей   медико-социальную помощь на дому тяжелобольным людям, в том числе   малообеспеченным и одиноким пожилым.",Волгоградская   область,"500   000,00"
189,839,Кемеровское областное отделение   Общероссийского общественного благотворительного фонда  &#8220;Российский детский фонд&#8221;,"Оказание адресной социальной и правовой   помощи малоимущим, приемным  и   социально незащищенным семьям с детьми, попавшим в трудную жизненную ситуацию   в период экономического кризиса.",Кемеровская   область,"800   000,00"
