registy	uniqnum	name	ogrn	ogrndate	address	orgform	region	status
Общественные объединения	2312012991	Крыловская районная организация Краснодарской краевой общественной организации ветеранов (пенсионеров, инвалидов) войны, труда, Вооруженных Сил и правоохранительных органов	1052335018669	22.11.2005	ст. Крыловская, ул. Орджоникидзе, 43	Общественная организация	Краснодарский край	Зарегистрирована
Общественные объединения	2312013018	Крымская районная организация Краснодарской краевой общественной организации ветеранов (пенсионеров, инвалидов) войны, труда, Вооруженных сил и правоохранительных органов	1052335019659	12.12.2005	350000, Краснодарский край, Крымский район, г. Крымск, ул. Ленина, 231, каб. 5.	Общественная организация	Краснодарский край	Зарегистрирована
Общественные объединения	2312013065	Курганинская районная организация Краснодарской краевой общественной организации ветеранов (пенсионеров, инвалидов) войны, труда, Вооруженных Сил и правоохранительных органов	1052335016205	19.10.2005	352430, г. Курганинск, ул. Ленина, д. 22	Общественная организация	Краснодарский край	Зарегистрирована
Общественные объединения	2312013027	Кущевская районная организация Краснодарской краевой общественной организации ветеранов (пенсионеров, инвалидов) войны, труда, Вооруженных Сил и правоохранительных органов	1052335016150	19.10.2005	352030, ст. Кущевская, пер. Первомайский, д. 87	Общественная организация	Краснодарский край	Зарегистрирована
Общественные объединения	2312013100	Лабинская городская и районная организация Краснодарской краевой общественной организации ветеранов (пенсионеров, инвалидов) войны, труда, Вооруженных Сил и  правоохранительных органов	1052335016370	27.10.2005	352500, г. Лабинск, ул. Ленина, д. 169	Общественная организация	Краснодарский край	Зарегистрирована
Общественные объединения	2312013066	Лазаревская районная организация г. Сочи Краснодарской краевой организации ветеранов (пенсионеров, инвалидов) войны, труда, Вооруженных Сил и правоохранительных органов	1062300008726	31.08.2006	352000, г. Сочи, Лазаревский район, ул. Глинки, 4 офис 21	Общественная организация	Краснодарский край	Зарегистрирована
Общественные объединения	2312012035	Ленинградская районная организация Краснодарской краевой общественной организации ветеранов (пенсионеров, инвалидов) войны, труда, вооруженных сил и правоохранительных органов	1042335006163	13.09.2004	353740, ст. Ленинградская, ул. Красноармейская, 17	Общественная организация	Краснодарский край	Зарегистрирована
Некоммерческие организации	2314060184	"Межрегиональная Ассоциация содействия ветеранским организациям России и СНГ ""Россияинтерсоюз"" (ветеранам войны, труда вооруженных сил и правоохранительных органов)"	1052305745579	24.08.2005	350000, Краснодарский край, Краснодар г., Ленина ул., д.64	Объединения (союз, ассоциация) юридических лиц	Краснодарский край	Исключена
Общественные объединения	2312030342	Межрегиональное отделение международного гуманитарного фонда работников правоохранительных органов «Россиянин»			г.Краснодар, ул.Карасунская, 95. смена адреса Мира, 69	Общественный фонд	Краснодарский край	Исключена
Общественные объединения	2312030366	Межрегиональный общественный Фонд социальной защиты работников правоохранительных органиов внутренних войск МВД России	1032335008287	27.01.2003	г. Краснодар, ул. Стасова, 115/1.	Общественный фонд	Краснодарский край	Исключена
Общественные объединения	2312013312	Мостовская районная организация Краснодарской краевой общественной организации ветеранов (пенсионеров, инвалидов) войны, труда, Вооруженных сил и правоохранительных органов	1052335019890	15.12.2005	352570, п. Мостовской, ул. Горького, 139, каб. 106	Общественная организация	Краснодарский край	Зарегистрирована
Некоммерческие организации	2314010070	"Некоммерческая организация ""Фонд социальной поддержки ветеранов подразделений специального назначения правоохранительных органов и специальных служб"	1032307149490	17.10.2003	350059, г. Краснодар, ул. Тихорецкая, 20.	Некоммерческий фонд	Краснодарский край	Зарегистрирована
Некоммерческие организации	2314010284	"Некоммерческая организация ""Фонд социальной поддержки ветеранов правоохранительных органов ""Содействие"	1052303073679	29.07.2005	г. Ейск, ул. К. Маркса, 46	Некоммерческий фонд	Краснодарский край	Зарегистрирована
Общественные объединения	2312012915	Новокубанская районная общественная организация Краснодарской краевой общественной организации ветеранов (пенсионеров, инвалидов) войны, труда, Вооруженных Сил и правоохранительных органов	1062300000850	08.02.2006	352240, г. Новокубанск, ул. Первомайская, 134	Общественная организация	Краснодарский край	Зарегистрирована
Общественные объединения	2312013364	Новопокровская районная организация Краснодарской краевой общественной организации ветеранов (пенсионеров, инвалидов) войны, труда, Вооруженных Сил и правоохранительных органов	1062300007186	18.05.2006	353020, ст. Новопокровская, ул. Ленина, 108	Общественная организация	Краснодарский край	Зарегистрирована
Общественные объединения	2312012536	Новороссийская городская общественная организация ветеранов правоохранительных органов	1032335023588	04.03.2003	"г. Новороссийск, ул. Шоссе Анапское, д. 57 ""А"	Общественная организация	Краснодарский край	Зарегистрирована
Общественные объединения	2312030540	"Новороссийская городская организация Краснодарского краевого отделения международного гуманитарного фонда работников правоохранительных органов ""Россиянин"			г. Новороссийск, ул. Прямая 31	Общественный фонд	Краснодарский край	Исключена
Общественные объединения	2312012583	Новороссийская районная организация ветеранов г. Новороссийска Краснодарской краевой общественной организации ветеранов (пенсионеров, инвалидов) войны, труда, Вооруженных сил и правоохранительных органов	1052335018977	30.11.2005	353431, г. Новороссийск, ст. Натухаевская, ул. Фрунзе, 51	Общественная организация	Краснодарский край	Зарегистрирована
Общественные объединения	2312013400	Новороссийской городской организации Краснодарской краевой общественной организации ветеранов (пенсионеров, инвалидов) войны, труда, Вооруженных сил и правоохранительных органов	1032335010861	30.01.2003	г. Новороссийск, ул. Революции 1905 г., 19	Общественная организация	Краснодарский край	Зарегистрирована
Общественные объединения	2312013639	Общественная организация ветеранов (пенсионеров, инвалидов) войны, труда, Вооруженных Сил и правоохранительных органов Юбилейного микрорайона Западного округа г.Краснодара	1032335020134	18.12.2003	г.Краснодар, ул. Проспект Чекистов 31	Общественная организация	Краснодарский край	Исключена
Общественные объединения	2312015125	Общественная организация ветеранов, пенсионеров, инвалидов войны, труда, Вооруженных сил, правоохранительных органов и боевых действий на Кавказе Адлерского района города Сочи	1092300003399	30.10.2009	354393, г. Сочи, с. Молдовка, ул. Мясникяна, 14	Общественная организация	Краснодарский край	Зарегистрирована
Общественные объединения	2312030486	"Общественный фонд правоохранительных органиов Прикубанского административного округа г. Краснодара ""Правопорядок"			г. Краснодар, ул. Фестивальная, 17-А, каб. 1	Общественный фонд	Краснодарский край	Исключена
Общественные объединения	2312013970	Окружная общественная организация Центрального округа г.Краснодара Краснодарской краевой общественной организации ветеранов (пенсионеров, инвалидов) войны, труда  Вооруженных сил и правоохранительных органов	1032335001324	15.01.2003	г. Краснодар, ул. Ленина, д. 64	Общественная организация	Краснодарский край	Зарегистрирована
Общественные объединения	2312014585	Организация ветеранов войны, труда, ВС и правоохранительных органов Центрального района г. Сочи				Общественная организация	Краснодарский край	Исключена
Общественные объединения	2312014985	Организация города Горячий Ключ Краснодарской краевой общественной организации ветеранов (пенсионеров, инвалидов) войны, труда, Вооруженных Сил и правоохранительных органов	1082300003532	12.09.2008	353290 Краснодарский край, г. Горячий Ключ, ул. Ленина, 35	Общественная организация	Краснодарский край	Зарегистрирована
Общественные объединения	2312013986	Отделение города-курорта Анапа Общероссийской общественной организации «Ассоциация работников правоохранительных органов Российской Федерации	1062300000311	25.01.2006	353440, г. Анапа, ул. Чехова, д.52А	Общественная организация	Краснодарский край	Исключена
Общественные объединения	2312014412	Отрадненская районная организация Краснодарской краевой общественной организации ветеранов (пенсионеров, инвалидов), войны, труда, Вооруженных Сил и правоохранительных органов	1032335011873	01.02.2003	352290, ст. Отрадная, ул. Первомайская, 24	Общественная организация	Краснодарский край	Зарегистрирована
Общественные объединения	2312014437	Павловская районная организация Краснодарской краевой общественной организации ветеранов (пенсионеров, инвалидов) войны, труда, Вооруженных Сил и правоохранительных органов	1052335016590	31.10.2005	352040, ст. Павловская, ул. Ленина, д. 25	Общественная организация	Краснодарский край	Зарегистрирована
Общественные объединения	2312014327	Прикубанская окружная г. Краснодара организация Краснодарской краевой общественной организации ветеранов (пенсионеров, инвалидов) войны, труда, Вооруженных Сил и правоохранительных органов	1032335003910	18.01.2003	350062, г. Краснодар, ул. Атарбекова, 43 кв. 30	Общественная организация	Краснодарский край	Зарегистрирована
Общественные объединения	2312014337	Приморская районная организация г. Новороссийска Краснодарской краевой общественной организации ветеранов (пенсионеров, инвалидов) войны, труда, Вооруженных Сил и правоохранительных органов	1052335016381	27.10.2005	353912, г. Новороссийск, ул. Видова, д. 164	Общественная организация	Краснодарский край	Зарегистрирована
Общественные объединения	2312014436	"Приморско-Ахтарская районная общественная организация инвалидов ""Ветеранов боевых действий, вооруженных сил и правоохранительных органов"	1032335005878	22.01.2003	г. Приморско-Ахтарск, ул. Ленина, 93	Общественная организация	Краснодарский край	Зарегистрирована
Общественные объединения	2312014344	Приморско-Ахтарская районная общественная организация Краснодарской краевой общественной организации ветеранов (пенсионеров, инвалидов) войны, труда, Вооруженных Сил и правоохранительных органов	1062300002160	09.03.2006	г. Приморско-Ахтарск, ул. Ленина 93	Общественная организация	Краснодарский край	Зарегистрирована
Некоммерческие организации	2314010185	"Региональный Фонд содействия сотрудникам и ветеранам спецподразделений ФСБ и правоохранительных органов ""Фонд Спецслужб"	1052303670792	27.05.2005	г. Краснодар, ул. Рашпилевская, 58	Некоммерческий фонд	Краснодарский край	Зарегистрирована
Общественные объединения	2312014388	Северская районная организация Краснодарской краевой общественной организации ветеранов (пенсионеров, инвалидов) войны, труда, Вооруженных Сил и правоохранительных органов	1052335020100	16.12.2005	353240, ст. Северская, ул. Ленина, 132	Общественная организация	Краснодарский край	Зарегистрирована
Общественные объединения	2312013863	Славянская районная общественная организация Краснодарской краевой общественной организации ветеранов (пенсионеров, инвалидов) войны, труда, Вооруженных Сил и правоохранительных органов	1032335039296	04.08.2003	353560, г. Славянск-на-Кубани, ул. Дзержинского, 262	Общественная организация	Краснодарский край	Зарегистрирована
Некоммерческие организации	2314010189	"Социальный фонд правоохранительных и контролирующих органов г. Новороссийска ""ЩИТ"	1032309085830	13.02.2003	353900, г. Новороссийск, ул. Свободы № 1 оф. 12	Некоммерческий фонд	Краснодарский край	Зарегистрирована
Общественные объединения	2312014575	Сочинская городская организация Краснодарской краевой общественной организации ветеранов (пенсионеров, инвалидов) войны,  труда, Вооруженных сил и  правоохранительных органов	1062300009430	01.11.2006	354000, г. Сочи, ул. Воровского, 58	Общественная организация	Краснодарский край	Зарегистрирована
Общественные объединения	2312014581	Сочинская городская организация Краснодарской краевой общественной организации ветеранов (пенсионеров, инвалидов) войны, труда, вооруженных сил и правоохранительных органов			г. Сочи, ул. Горького, 29, кааб. 30	Общественная организация	Краснодарский край	Исключена
Общественные объединения	2312014007	Сочинская городская организация Общероссийской общественной политической организации «Ассоциация работников правоохранительных органов РФ»	1032335025909	06.03.2003	г. Сочи, ул. Горького, 56.а.каб.8	Общественная организация	Краснодарский край	Исключена
Общественные объединения	2312014012	Сочинская Центрального района организация Краснодарской краевой общественной организации ветеранов (пенсионеров, инвалидов) войны, труда, Вооруженных Сил и правоохранительных органов	1062300005866	25.04.2006	г. Сочи, ул. Воровского, 58	Общественная организация	Краснодарский край	Зарегистрирована
Общественные объединения	2312014247	Староминская районная организация Краснодарской краевой общественной организации ветеранов (пенсионеров, инвалидов) войны, труда, Вооруженных Сил и правоохранительных органов	1062300000840	08.02.2006	353600, ст. Староминская, ул. Кольцовская, 24	Общественная организация	Краснодарский край	Зарегистрирована
Общественные объединения	2312014222	Тбилисская районная организация Краснодарской краевой общественной организации ветеранов (пенсионеров, инвалидов) войны, труда, вооруженных сил и правоохранительных органов	1032335040352	29.09.2003	352360, ст. Тбилисская, ул. Новая, 33	Общественная организация	Краснодарский край	Зарегистрирована
Общественные объединения	2312014112	Темрюкская районная  организация Краснодарской краевой общественной организации ветеранов (пенсионеров, инвалидов) войны, труда, Вооруженных Сил и правоохранительных органов	1052335018955	30.11.2005	353500, г. Темрюк, ул. Таманская, 25	Общественная организация	Краснодарский край	Зарегистрирована
Общественные объединения	2312013716	Тимашевская районная организация ветеранов войны, труда, Вооруженных сил и правоохранительных органов			ул.Красная 130	Общественная организация	Краснодарский край	Исключена
Общественные объединения	2312013715	Тимашевская районная организация Краснодарской краевой общественной организации ветеранов (пенсионеров, инвалидов) войны, труда, Вооруженных сил и правоохранительных органов	1032335003557	18.01.2003	352700, г. Тимашевск, ул. Красная, 130	Общественная организация	Краснодарский край	Зарегистрирована
Общественные объединения	2312014122	Тихорецкая районная организация Краснодарской краевой общественной организации ветеранов (пенсионеров, инвалидов) войны, труда, вооруженных сил и правоохранительных органов	1052335017020	07.11.2005	352120, г. Тихорецк, Октябрьская, д. 10	Общественная организация	Краснодарский край	Зарегистрирована
Общественные объединения	2312013694	Туапсинская городская общественная организация Краснодарской краевой общественной организации ветеранов (пенсионеров, инвалидов) войны, труда, Вооруженных сил и правоохранительных органов	1052335020858	28.12.2005	г. Туапсе, ул. Маршала Жукова, 11/6.	Общественная организация	Краснодарский край	Исключена
Общественные объединения	2312010681	Туапсинская районная организация Краснодарской краевой общественной организации ветеранов (пенсионеров, инвалидов) войны, труда, Вооруженных Сил и правоохранительных органов	1072300000211	21.02.2007	352848, п. Тюменский, Культурно-спортивный комплекс	Общественная организация	Краснодарский край	Зарегистрирована
Общественные объединения	2312013884	Успенская районная организация Краснодарской краевой общественной организации ветеранов (пенсионеров, инвалидов) войны, труда, Вооруженных Сил и правоохранительных органов	1022300005793	28.12.2005	352450, с. Успенское, ул. Ленина, 131	Общественная организация	Краснодарский край	Зарегистрирована
Общественные объединения	2312014591	Усть-Лабинская районная организация Краснодарской краевой общественной организации ветеранов (пенсионеров, инвалидов) войны, труда, Вооруженных Сил и правоохранительных органов	1062300002380	13.03.2006	385330, г. Усть-Лабинск, ул. Ленина, д. 33	Общественная организация	Краснодарский край	Зарегистрирована
Некоммерческие организации	2314010029	Фонд правоохранительных органов и спецслужб «ЩИТ И МЕЧ»	1022302958150	30.12.2002	354000, Краснодаркий край, г. Сочи, ул.Советская, 26	Некоммерческий фонд	Краснодарский край	Зарегистрирована
Общественные объединения	2312014767	Хостинская районаная организация г. Сочи Краснодарской краевой общественной организации ветеранов (пенсионеров, инвалидов) войны, труда, Вооруженных сил и правоохранительных органов	1072300002499	16.04.2007	354054, г. Сочи, ул. Ясногорская, 9	Общественная организация	Краснодарский край	Зарегистрирована
Общественные объединения	2312010690	Центральная районная организация г. Новороссийска Краснодарской краевой общественной организации ветеранов (пенсионеров, инвалидов) войны, труда, Вооруженных сил и правоохранительных органов	1052335019780	16.12.2005	353905, г. Новороссийск, ул. Лейтенанта Шмидта, 37	Общественная организация	Краснодарский край	Зарегистрирована
Общественные объединения	2312010180	Щербиновская районная организация Краснодарской краевой общественной организации ветеранов (пенсионеров, инвалидов) войны, труда, Вооруженных сил и правоохранительных органов	1052335015677	06.10.2005	353620, Щербиновский район, ст. Старощербиновская, ул. Советов, д. 68	Общественная организация	Краснодарский край	Зарегистрирована
Общественные объединения	2312010661	Южная районная организация г. Новороссийска Краснодарской краевой общественной организации ветеранов (пенсионеров, инвалидов) войны, труда, Вооруженных сил и правоохранительных органов	1052335019791	15.12.2005	353925, г. Новороссийск, проспект Ленина, 97	Общественная организация	Краснодарский край	Зарегистрирована
Общественные объединения	2412010822	Местная общественная организация ветеранов-пенсионеров войны, труда, вооруженных сил и правоохранительных органов Железнодорожного района г.Красноярска	1022400011160		660028, г.Красноярск, ул.Л.Кецховели, 58	Общественная организация	Красноярский край	Зарегистрирована
Общественные объединения	2412011168	Манская районная общественная организация ветеранов (пенсионеров) войны, труда, вооруженых сил и правоохранительных органов	1022400010819	17.12.2002	663510,с.Шалинское,ул.Ленина,28-а	Общественная организация	Красноярский край	Зарегистрирована
Общественные объединения	2412011084	Зеленогорская городская общественная организация ветеранов пенсионеров войны, труда, Вооруженных Сил и правоохранительных органов	1022400008817	04.10.2012	663690, г. Зеленогорск, ул. Лазо, 2а	Общественная организация	Красноярский край	Зарегистрирована
Общественные объединения	2412011143	Местная общественная организация ветеранов(пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов Кировского района г. Красноярска	1022400015384	30.12.2002	г.Красноярск, ул.Вавилова,56	Общественная организация	Красноярский край	Зарегистрирована
Общественные объединения	2412011004	Местная общественная организация ветеранов-пенсионеров войны, труда, Вооруженных сил и правоохранительных органов Советского района г. Красноярска	1022400011677	19.12.2002	г.Красноярск,ул.Комарова,6-а,каб.226	Общественная организация	Красноярский край	Зарегистрирована
Общественные объединения	2412011093	Местная городская общественная организация ветеранов (пенсионеров)войны, труда, Вооруженных Сил и правоохранительных органов ЗАТО Железногорск	1022400006738	19.11.2002	г. Железногорск, ул. Андреева, 21а, каб. 20	Общественная организация	Красноярский край	Зарегистрирована
Общественные объединения	2412011402	Местная общественная организация ветеранов войны и труда, Вооруженных сил и правоохранительных органов Назаровского района Красноярского края	1032400008563		г. Назарово, ул. К. Маркса, 19, корпус 2	Общественная организация	Красноярский край	Зарегистрирована
Общественные объединения	2412011438	Местная общественная организация ветеранов-пенсионеров войны, труда, Вооруженных сил и правоохранительных органов Мотыгинского района	1032400008783	17.10.2003	"Красноярский край, п.Мотыгино, ул.Советская, 18 ""Б"	Общественная организация	Красноярский край	Зарегистрирована
Общественные объединения	2412011777	Красноярская (региональная) краевая общественная организация инвалидов и ветеранов правоохранительных органов и вооруженных сил	1022400010467	15.12.2002	660062, г. Красноярск, пр.Свободный,68	Общественная организация	Красноярский край	Зарегистрирована
Общественные объединения	2412010609	Местная общественная организация ветеранов-пенсионеров войны, труда, Вооруженных сил и правоохранительных органов Дзержинского района	1032400049220		663700,с.Дзержинское, ул.Ленина,15,к.104	Общественная организация	Красноярский край	Зарегистрирована
Общественные объединения	2412010063	Местная общественная организация ветеранов войны, труда, Вооруженных сил и правоохранительных органов Октябрьского района г. Красноярска	1022400011424	18.12.2002	660062, г. Красноярск, ул. Высотная, 15, оф. 1-06	Общественная организация	Красноярский край	Зарегистрирована
Общественные объединения	2412011828	Шушенская районная общественная организация ветеранов пенсионеров войны, труда, Вооруженных Сил и правоохранительных органов	1032400004988	13.02.2003	662720, п. Шушенское, ул.Ленина,64	Общественная организация	Красноярский край	Зарегистрирована
Общественные объединения	2412010528	Красноярская городская местная общественная организация ветеранов (пенсионеров) войны, труда, Вооружённых Сил и правоохранительных органов	1022400013107	24.12.2002	660049, г.Красноярск, ул.К.Маркса, 93	Общественная организация	Красноярский край	Зарегистрирована
Общественные объединения	2412010653	Свердловская районная общественная организация ветеранов-пенсионеров войны, труда, Вооруженных сил и правоохранительных органов города Красноярска	1022400012590	23.12.2002	660078,г.Красноярск,ул.60 лет Октября,46,412	Общественная организация	Красноярский край	Зарегистрирована
Общественные объединения	2412010223	Местная общественная организация ветеранов (пенсионеров) войны, труда, вооруженных сил и правоохранительных органов муниципального образования город Дивногорск	1022400004769	24.10.2002	г.Дивногорск,ул.Комсомольская, д. 8, каб.14	Общественная организация	Красноярский край	Зарегистрирована
Общественные объединения	2412010166	Балахтинская районная общественная организация ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1032400002986		п.Балахта,пер. Сибирский, 5 - 1	Общественная организация	Красноярский край	Зарегистрирована
Общественные объединения	2412010245	Местная общественная организация ветеранов-пенсионеров войны и труда, вооруженных сил и правоохранительных органов Центрального района г.Красноярска	1032400002073		г.Красноярск, ул.Горького,10	Общественная организация	Красноярский край	Зарегистрирована
Общественные объединения	2412010363	Местная общественная организация ветеранов-пенсионеров правоохранительных органов ЗАТО г. Железногорск	1032400002315	22.01.2003	662990, г. Железногорск, ул. Ленина, 67-а, каб. 404	Общественная организация	Красноярский край	Зарегистрирована
Общественные объединения	2412010472	Козульская районная общественная организация ветеранов(пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов	1032400004273	01.03.2003	п.Козулька, ул.Советская,59	Общественная организация	Красноярский край	Зарегистрирована
Общественные объединения	2412010379	Сосновоборская городская общественная организация ветеранов (пенсионеров) войны, труда, Вооруженных сил и правоохранительных органов	1022400003229	04.10.2002	г.Сосновоборск, ул. Солнечная, 9а	Общественная организация	Красноярский край	Зарегистрирована
Общественные объединения	2412010371	Местная о бщественная организация ветеранов (пенсионеров) войны, труда, Вооруженных Сил и правоохранительных органов Уярского района	1022400007717	26.11.2002	663920, Красноярский край, Уярский район, г. Уяр,  ул.Ленина,85	Общественная организация	Красноярский край	Зарегистрирована
Общественные объединения	2412010340	Местная общественная организация ветеранов-пенсионеров войны, труда, Вооруженных сил и правоохранительных органов Минусинского района	1022400006397		г.Минусинск,ул.Гоголя,66-а	Общественная организация	Красноярский край	Зарегистрирована
Общественные объединения	2412010058	Местная общественная организация ветеранов (пенсионеров) войны, труда, вооруженных сил и правоохранительных органов г. Канска	1032400004218	01.02.2003	663600, Красноярский край, г.Канск, ул. Ленина, д. 4/1	Общественная организация	Красноярский край	Зарегистрирована
Общественные объединения	2412011301	Местная общественная организация ветеранов-пенсионеров войны, труда, Вооруженных Сил и правоохранительных органов Кежемского района	1032400005747	27.03.2003	г.Кодинск,ул.Гайнулина,1,кв.22	Общественная организация	Красноярский край	Зарегистрирована
Общественные объединения	2412010334	Местная общественная организация ветеранов-пенсионеров войны, труда, вооруженных сил и правоохранительных органов Ленинского района г.Красноярска	1022400004516		г.Красноярск. ул.Московская, 20	Общественная организация	Красноярский край	Зарегистрирована
Общественные объединения	2412010240	Красноярская краевая общественная организация ветеранов (пенсионеров) войны, труда, Вооруженных сил и правоохранительных органов	1022400007453		660017, г.Красноярск, ул. Бограда, д. 92	Общественная организация	Красноярский край	Зарегистрирована
Общественные объединения	2412010989	Местная общественная организация ветеранов войны и труда-пенсионеров, Вооруженных Сил и правоохранительных органов г. Минусинска	1022400007882	27.11.2002	г.Минусинск, ул. Октябрьская, 79	Общественная организация	Красноярский край	Зарегистрирована
